firebase_id,prolific_id,condition_name,visualization_condition,prompt_order,s2_prompt_type,pre_predictability,pre_negative_predictability,pre_trust,final_predictability_post,final_negative_predictability_post,final_trust_post,shift_predictability,shift_neg_predictability,shift_trust,final_viz_helpfulness,final_viz_anticipation,final_viz_prediction,final_viz_referenced,final_viz_confidence,final_viz_frequency,final_viz_comprehension,final_drift_panel_helpful,final_ueq_obstructive_supportive,final_ueq_complicated_easy,final_ueq_inefficient_efficient,final_ueq_confusing_clear,final_ueq_boring_exciting,final_ueq_not_interesting_interesting,final_ueq_conventional_inventive,final_ueq_usual_leading_edge,ueq_pragmatic,ueq_hedonic,ueq_overall
Thmz8WYYrDOHvshwf4QbKa0lKpD3,6715f06f11bee12130540557,single_turn,1,asst_first,ROLEPLY,5,5,3,4.0,5.0,3.0,-1.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,5.0,,1.0,4.0,1.0,5.0,1.0,1.0,4.0,4.0,2.75,2.5,2.625
U0ApkdFlOkPXsiGZYyCqVgq9F963,5b79dfb9db11320001c3d3f4,control,0,asst_first,ROLEPLY,2,4,1,7.0,5.0,4.0,5.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
U0cD7bFwR4cOvW0DqLByWCI6o1z1,612fd3208d3decaf3ec80bcc,single_turn,1,roleply_first,ASST,4,4,4,4.0,4.0,5.0,0.0,0.0,1.0,4.0,4.0,4.0,6.0,4.0,4.0,5.0,,3.0,4.0,1.0,5.0,4.0,4.0,2.0,1.0,3.25,2.75,3.0
Vlsx4Oc3ZNdfAygt8hW8bi1R4oz2,696e5a56d7a7cb7e8de48ef8,multi_turn,2,asst_first,ROLEPLY,5,5,5,4.0,5.0,4.0,-1.0,0.0,-1.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,4.0,4.0,5.0,5.0,5.25,4.5,4.875
VvfSFhVVCOanQX2DBgfFE7vnlXY2,669533c82c03a4d6320159d3,control,0,roleply_first,ASST,4,4,2,5.0,4.0,3.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
W2jbhEPitOdDmXSqxMCZM7c7ni23,698f9675b0a2c0885344c225,control,0,asst_first,ROLEPLY,5,5,4,4.0,5.0,4.0,-1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
Wp0jd5bzKifyrBYiUSG5IJbtNGU2,60fd6618f9a377f54dcdf318,control,0,asst_first,ROLEPLY,4,3,5,5.0,3.0,6.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
X0F71SknGqZeaTVlW7jNeqeicqk1,694589c2f55308a225b4e051,single_turn,1,roleply_first,ASST,4,4,3,4.0,2.0,3.0,0.0,-2.0,0.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.25,3.5,3.375
XEN4f71UE5Y3rBnXjm0UG2WSbJk1,5dacff17847579001715f610,single_turn,1,roleply_first,ASST,4,5,2,6.0,6.0,2.0,2.0,1.0,0.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0,,7.0,7.0,7.0,7.0,3.0,5.0,5.0,5.0,7.0,4.5,5.75
XqYuKE0p5IPs5ArQ4mJhPlRkahD3,67204d218bd32593b8044c25,multi_turn,2,roleply_first,ASST,4,5,3,6.0,4.0,4.0,2.0,-1.0,1.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.5,6.25
Y4f7kYcpiBQfND05ZZ1Ptssu0gx2,668c3d366a81311ad96a480b,control,0,roleply_first,ASST,4,4,3,4.0,4.0,4.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
YhXE66Cv0mY860QKiESFJZoj1i82,69952c4a0bb463a74f843450,control,0,roleply_first,ASST,4,3,4,7.0,2.0,6.0,3.0,-1.0,2.0,,,,,,,,,,,,,,,,,,,
ZfvpvBJfmGY9RiTDODfjRmwt2zI2,69b995ce593993a3a6a5fa30,single_turn,1,roleply_first,ASST,4,3,4,5.0,3.0,5.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.25,2.0,2.625
aYgiGecKLGOgMFaKdq1ZW778yxw1,677743bf62e157794cf97ff4,multi_turn,2,roleply_first,ASST,4,3,4,3.0,3.0,4.0,-1.0,0.0,0.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,6.0,5.0,7.0,3.0,3.0,4.0,5.0,5.75,3.75,4.75
af7wkq17xeOdb52dMHRzvyozdNg2,678b2a59231a08a70176d425,control,0,asst_first,ROLEPLY,2,2,6,4.0,5.0,7.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
bK8PBw58gxW22xQUP3dlFXke3s42,5dd299a27f1bbf2a83554ecf,single_turn,1,asst_first,ROLEPLY,4,6,3,4.0,3.0,3.0,0.0,-3.0,0.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.25,4.125
bPStoEWRCqbCBVBPU7EiU56nHhD2,655a546e15e533cb7b6c6cb8,control,0,roleply_first,ASST,4,5,5,4.0,3.0,5.0,0.0,-2.0,0.0,,,,,,,,,,,,,,,,,,,
bSJbc7f1XscFzbt5XmOgBrkuCqG3,670a0a98237adcfed719f255,multi_turn,2,asst_first,ROLEPLY,2,2,5,2.0,3.0,2.0,0.0,1.0,-3.0,3.0,3.0,4.0,2.0,2.0,5.0,6.0,3.0,5.0,6.0,6.0,6.0,7.0,5.0,6.0,4.0,5.75,5.5,5.625
bhSHfkqLBOdptIhhvxev71MDTeC2,62e97dfea1a1ef00cb9f0b10,multi_turn,2,asst_first,ROLEPLY,5,4,5,6.0,4.0,6.0,1.0,0.0,1.0,7.0,7.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.75,7.0,6.875
c2Fhj8WqwUP4tkKrXN79DKkQZg13,69a82e484e9029ef1a4a99d4,control,0,asst_first,ROLEPLY,6,7,5,5.0,6.0,7.0,-1.0,-1.0,2.0,,,,,,,,,,,,,,,,,,,
cNAXXKm1J2bk0VcW5E1USSc1QDA3,66042d8fc8f0421abb8ecf06,control,0,roleply_first,ASST,5,5,5,1.0,1.0,4.0,-4.0,-4.0,-1.0,,,,,,,,,,,,,,,,,,,
cUbml7NoRTRvonnH1aFqJd37Sdx1,5eace152e25d6800091dd418,multi_turn,2,asst_first,ROLEPLY,4,4,2,5.0,5.0,2.0,1.0,1.0,0.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,6.0,4.0,6.0,4.25,5.25,4.75
ccpXnZi2ViNvU4wciMYdRnC5hLx2,60f32eb8d0fa43b7850ae16b,multi_turn,2,roleply_first,ASST,2,1,4,2.0,2.0,5.0,0.0,1.0,1.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,5.0,2.0,6.0,6.0,6.0,2.0,2.0,4.0,2.0,5.0,2.5,3.75
ckg2NcVYs4ManKsw8W2Gx1T9jYw1,67edb211a7c1d23c1535d6b2,multi_turn,2,asst_first,ROLEPLY,3,3,5,4.0,2.0,5.0,1.0,-1.0,0.0,6.0,5.0,5.0,4.0,6.0,6.0,4.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,7.0,7.0,5.75,6.5,6.125
ctIQAYlHGjZYofiNUTB5tEs5Xp92,654455ad0b76675379c66db4,control,0,roleply_first,ASST,5,5,6,5.0,5.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
cvIPweNYDaZ5lzZqwVQ07KA3wGw2,5dd1df8fb48da3240ca85c45,multi_turn,2,roleply_first,ASST,3,4,4,4.0,2.0,5.0,1.0,-2.0,1.0,4.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,7.0,5.0,5.0,5.5,5.5,5.5
d2aAwu39BZcWg16TZtV75dbVIYh1,699a17a6149f8e934246720a,control,0,asst_first,ROLEPLY,5,5,5,4.0,6.0,4.0,-1.0,1.0,-1.0,,,,,,,,,,,,,,,,,,,
d5HfVcXE5bbYbe17ge5JBg7usE63,5fb9b9c1c62f408e51e09e32,single_turn,1,roleply_first,ASST,5,6,5,5.0,3.0,5.0,0.0,-3.0,0.0,6.0,6.0,7.0,4.0,5.0,4.0,6.0,,5.0,6.0,5.0,7.0,6.0,7.0,6.0,5.0,5.75,6.0,5.875
eMLW73mr9wYxvigQ6Oj1F7uIkN92,6696fd1fb46668008566a9bd,control,0,roleply_first,ASST,4,4,3,4.0,3.0,4.0,0.0,-1.0,1.0,,,,,,,,,,,,,,,,,,,
eRDKzn8a7DM5Bvra56Cq3cjijcG2,6825af939111d286546fdde6,multi_turn,2,asst_first,ROLEPLY,6,6,6,2.0,3.0,6.0,-4.0,-3.0,0.0,5.0,6.0,6.0,6.0,7.0,6.0,5.0,6.0,6.0,6.0,7.0,6.0,5.0,5.0,6.0,6.0,6.25,5.5,5.875
eVewqnKoDkef0Ju7Q5ppeNzIdxe2,5c747b0f181ad300113363ed,control,0,roleply_first,ASST,3,2,5,4.0,3.0,4.0,1.0,1.0,-1.0,,,,,,,,,,,,,,,,,,,
eZLEbgRhsbN8t0D73XYUsPK961L2,5fd23ecda6599f06a53f4f62,single_turn,1,roleply_first,ASST,3,3,2,6.0,2.0,3.0,3.0,-1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,6.75,6.75,6.75
eusA9T8Xf9ZwR4mJMvf9xrgMNIZ2,66f8522292767238ed42ebbd,single_turn,1,asst_first,ROLEPLY,5,5,5,3.0,3.0,6.0,-2.0,-2.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,5.0,,6.0,6.0,6.0,5.0,2.0,3.0,1.0,1.0,5.75,1.75,3.75
fA1srRi7DrYKni1tg4QQStmvEMA2,5c7cf8b58ca9000001b52f6e,multi_turn,2,roleply_first,ASST,4,4,4,5.0,5.0,4.0,1.0,1.0,0.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,7.0,5.0,6.0,6.0,6.0,6.5,5.75,6.125
fIzKo8jWMROSjXoFw9Dh3Loa0iz2,6266a599c7361af8b51a95e0,control,0,asst_first,ROLEPLY,4,4,5,3.0,4.0,5.0,-1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
fm7u4DGEsrWI4yQjwRE7x1XeaPu1,69b9795490edc6725cf4f5c8,multi_turn,2,roleply_first,ASST,2,3,2,6.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.25,2.5,1.875
fzUy9KkrbBhYCREXGTdiV4zbPyq1,66d5d931d3a66fa93bdfddb9,control,0,asst_first,ROLEPLY,5,5,5,5.0,5.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
gXN4nuQcLVTKIqnC00ol7H5pCWv1,69c588bfea2f0214d7ceeb28,single_turn,1,roleply_first,ASST,5,5,4,5.0,1.0,3.0,0.0,-4.0,-1.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.75,4.875
gaHna7UupEOBLPssIg5foo3A49y1,6995ebe917abe5d36a3b17e0,control,0,roleply_first,ASST,3,5,1,5.0,3.0,2.0,2.0,-2.0,1.0,,,,,,,,,,,,,,,,,,,
hDqHxHpQ1OfbVilDOfDwxIrmsWU2,5f6f44e9451a3b0836b5d32c,single_turn,1,roleply_first,ASST,5,5,2,3.0,3.0,2.0,-2.0,-2.0,0.0,6.0,6.0,6.0,5.0,4.0,5.0,6.0,,5.0,4.0,5.0,5.0,4.0,6.0,6.0,6.0,4.75,5.5,5.125
hc6CdwhQ5HajrSgp2yHO75wZlrD3,696161d82bacd411edb5ba43,single_turn,1,asst_first,ROLEPLY,5,4,4,7.0,5.0,2.0,2.0,1.0,-2.0,1.0,1.0,2.0,4.0,2.0,3.0,7.0,,1.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,1.5,2.0,1.75
hrpbyEvrFHccaLQ7DILLq07vq9Z2,5bcc60b95c2b810001dc68e2,single_turn,1,asst_first,ROLEPLY,6,6,5,5.0,4.0,4.0,-1.0,-2.0,-1.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,5.0,6.0,6.0,6.0,5.0,7.0,6.0,7.0,5.75,6.25,6.0
iWqRWAX40nZXLHzGfBFJ0dFEUTs2,67ec7012f63d646fa7f33bbf,multi_turn,2,asst_first,ROLEPLY,4,4,4,4.0,4.0,4.0,0.0,0.0,0.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,5.25,5.625
io6GWCairLVBQsFe0CLrnGQwEml2,67be1d86f01089f6bc1677f1,multi_turn,2,asst_first,ROLEPLY,5,4,5,6.0,5.0,5.0,1.0,1.0,0.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.25,5.25,5.25
jmm0lVNAChf6Du1UMxsw5MoN2g13,678712caf70562b83286c6e3,control,0,asst_first,ROLEPLY,5,5,6,2.0,2.0,7.0,-3.0,-3.0,1.0,,,,,,,,,,,,,,,,,,,
lb9Ak7k9EqN5ykb88J8NxbyPcI02,697cfc324ea85aa42cfe2d1e,multi_turn,2,roleply_first,ASST,3,3,3,5.0,5.0,5.0,2.0,2.0,2.0,5.0,5.0,6.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.75,3.5,3.625
lf3R6lhdo6Yjb7CbLGFefhTTKwJ3,600db78b56935a5dd8c759b3,single_turn,1,asst_first,ROLEPLY,4,4,4,4.0,3.0,4.0,0.0,-1.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
mKkfMHuchHTRL2iHyrnlCn6Wrvl2,69acb6badd90036a06cac01d,single_turn,1,asst_first,ROLEPLY,4,5,6,4.0,3.0,6.0,0.0,-2.0,0.0,6.0,5.0,7.0,7.0,6.0,4.0,5.0,,7.0,4.0,7.0,7.0,7.0,7.0,6.0,6.0,6.25,6.5,6.375
mmqBjHs2v2WocYSSsQekGYZ81LR2,6985e73e501c4df376a58abf,single_turn,1,roleply_first,ASST,4,4,4,6.0,5.0,5.0,2.0,1.0,1.0,6.0,6.0,5.0,5.0,6.0,4.0,6.0,,6.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,5.75,5.25,5.5
mr3jlPO5HTUJdjXXGGSV1kkmCP72,66d09e2f390b758fbe0f21b5,single_turn,1,asst_first,ROLEPLY,4,4,2,3.0,3.0,4.0,-1.0,-1.0,2.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,,5.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,5.25,5.75,5.5
o1bt5au7YBVhRNe4nYWB4QGZHci1,69b86e94de9c503e9a58411d,control,0,roleply_first,ASST,5,5,4,5.0,4.0,5.0,0.0,-1.0,1.0,,,,,,,,,,,,,,,,,,,
oEqjiRQmtmQp6Vll1UoBKcZCab23,69aafa2956b44dbc95d9a56e,multi_turn,2,roleply_first,ASST,4,4,2,5.0,2.0,2.0,1.0,-2.0,0.0,6.0,5.0,5.0,6.0,5.0,7.0,4.0,6.0,5.0,3.0,4.0,3.0,5.0,6.0,5.0,4.0,3.75,5.0,4.375
ozZ7JCJC7QObYvB1yGZ15LslF253,67a67d69cadaa10c63c83485,single_turn,1,roleply_first,ASST,7,7,6,6.0,4.0,5.0,-1.0,-3.0,-1.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,,7.0,7.0,7.0,7.0,7.0,7.0,5.0,4.0,7.0,5.75,6.375
pPsteqTn0hWSg14qRdNDK9jCkUz1,64e36d981d00e7d7c45addc2,multi_turn,2,asst_first,ROLEPLY,4,4,4,1.0,1.0,5.0,-3.0,-3.0,1.0,3.0,3.0,3.0,5.0,2.0,7.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,2.5,1.75
qOmuiDiBwnUyQSvRK55tvKsi0vS2,60fd588771ae861f9244f93d,control,0,roleply_first,ASST,3,3,4,5.0,5.0,5.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
qSi1jLuy7sTmbLyrkumQvza2QCJ2,6743905b3105844d1c76e0b5,control,0,roleply_first,ASST,5,5,7,7.0,6.0,7.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
qtFuqsgUOHZDWuIoYFHJEGGkSKj1,6942be29f8b07d8bb9582521,single_turn,1,asst_first,ROLEPLY,5,1,4,7.0,4.0,4.0,2.0,3.0,0.0,2.0,7.0,7.0,2.0,4.0,2.0,6.0,,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.25,3.5,3.375
rpQeEDwhNzPuN1RZopkLjjznnqC3,5f51529b15e36638fe535eae,single_turn,1,asst_first,ROLEPLY,5,6,5,6.0,4.0,5.0,1.0,-2.0,0.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.75,5.5,5.625
rsC43d7VoPTNsTPBYmrRKf7X9x22,6978e5ac05aa99239ef85797,multi_turn,2,roleply_first,ASST,4,5,5,6.0,4.0,5.0,2.0,-1.0,0.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,5.0,6.0,5.5
s70Cprdtx2MUuDYNFGeMtazB21k1,69a3ba4a762017f1f57d60c6,single_turn,1,roleply_first,ASST,7,7,5,6.0,7.0,5.0,-1.0,0.0,0.0,6.0,6.0,6.0,5.0,6.0,4.0,6.0,,6.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,5.75,5.5,5.625
sn5LObU8koW8MiMOsBKo4w8ofDx1,6717caf5317ad8e02d9b3b38,control,0,roleply_first,ASST,6,7,7,6.0,1.0,7.0,0.0,-6.0,0.0,,,,,,,,,,,,,,,,,,,
so92Xah337SeoEcY2GwaXH3WL3L2,66d88375799e00b593a8655f,multi_turn,2,asst_first,ROLEPLY,5,2,5,3.0,4.0,6.0,-2.0,2.0,1.0,6.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,5.0,4.0,7.0,5.0,7.0,7.0,7.0,5.0,5.25,6.5,5.875
syiVXJDdY1RF4WUkeenX5Do8yKF3,60ac66a8e1bf5a1c51fa864c,control,0,roleply_first,ASST,3,4,7,5.0,6.0,6.0,2.0,2.0,-1.0,,,,,,,,,,,,,,,,,,,
tTlUQ6AT6VeGOyUcAWg3kMeIplt2,66c0f464e0ff62798027b486,single_turn,1,roleply_first,ASST,4,5,4,5.0,4.0,5.0,1.0,-1.0,1.0,6.0,5.0,5.0,4.0,6.0,4.0,6.0,,5.0,6.0,5.0,6.0,4.0,5.0,6.0,6.0,5.5,5.25,5.375
u16X5zD5quh38e25EDUb2iKvJUq2,60bff9298f56d55c8ecd9adf,single_turn,1,asst_first,ROLEPLY,3,3,2,3.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,5.0,3.0,4.0,3.0,4.0,5.0,6.0,6.0,3.75,5.25,4.5
u1xJz5yWwzb6fcqAPmWLbYv8AI13,69a6f5f930a06e13c4593d9d,single_turn,1,roleply_first,ASST,4,5,5,5.0,4.0,4.0,1.0,-1.0,-1.0,5.0,5.0,4.0,5.0,5.0,4.0,6.0,,5.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,4.25,5.5,4.875
uOKbk6SMdWN9Je71criorWQnIj82,697ac05f1a7d1249998af442,control,0,roleply_first,ASST,6,6,5,6.0,3.0,6.0,0.0,-3.0,1.0,,,,,,,,,,,,,,,,,,,
v9z15SNZwlhgpA3Ea06vZSSQFyv1,67bd6c87f503d16fdf672aad,control,0,roleply_first,ASST,5,5,4,6.0,6.0,6.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
w99Mgqv0XvVdlJ2Fty79Mp5hoJy1,698e28e82c9b4a91e85701dd,multi_turn,2,roleply_first,ASST,6,6,5,5.0,6.0,5.0,-1.0,0.0,0.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,5.0,4.0,6.0,6.0,6.0,5.0,5.25,5.75,5.5
wPndQyJQrTck7pCNAjmzNdhwdaB3,63d29a1e50cf0f82998d2564,control,0,asst_first,ROLEPLY,6,6,1,7.0,7.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
wRktk6lmE2ewprJ2fXvlT6imWKM2,6234866ad5f13fac2a5cf725,single_turn,1,asst_first,ROLEPLY,4,3,4,3.0,2.0,6.0,-1.0,-1.0,2.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,,6.0,6.0,6.0,6.0,6.0,7.0,7.0,5.0,6.0,6.25,6.125
wVCx2VOXinPTuTy5lVTZW4gk6ah2,67ad581c7825ebbd7a5365e0,single_turn,1,roleply_first,ASST,6,6,4,5.0,2.0,4.0,-1.0,-4.0,0.0,5.0,5.0,4.0,4.0,4.0,2.0,3.0,,6.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,6.0,5.25,5.625
weZqFV0AANgH51Gzpausdv1cWhr1,60257702487c590d441d8c67,multi_turn,2,roleply_first,ASST,1,1,1,1.0,6.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wwUaClmQuwPABvIKFdCrDEhJhnm1,5d9b7c7efaa2860364b16476,control,0,asst_first,ROLEPLY,6,3,5,6.0,5.0,5.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
yvXpm6nueNUQszPNQ7luL6AZrVq1,6998959c68928b0ed3e02d49,single_turn,1,roleply_first,ASST,5,4,1,5.0,4.0,1.0,0.0,0.0,0.0,4.0,6.0,5.0,5.0,4.0,3.0,4.0,,6.0,6.0,5.0,6.0,4.0,4.0,4.0,4.0,5.75,4.0,4.875
zL3Redz80hR3hQXGVpQdPCgdyiA2,69b60019e11a4a19a65458d1,multi_turn,2,roleply_first,ASST,2,2,3,5.0,2.0,3.0,3.0,0.0,0.0,7.0,7.0,5.0,1.0,5.0,6.0,1.0,6.0,6.0,1.0,5.0,1.0,7.0,7.0,7.0,7.0,3.25,7.0,5.125
